date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:59	17471/17471	---M-Z	200	added ('OK')	image/gif	date:Wed,%2016%20Sep%202020%2012:27:50%20GMT	https://imedical-theme.firebaseapp.com/assets/images/preloader.gif	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/preloader.gif	(from https://imedical-theme.firebaseapp.com/)
14:25:01	67105/67105	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:52%20GMT	https://imedical-theme.firebaseapp.com/index.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/index-3.html	(from https://imedical-theme.firebaseapp.com/)
14:25:02	39241/39241	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:54%20GMT	https://imedical-theme.firebaseapp.com/about.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/about.html	(from https://imedical-theme.firebaseapp.com/)
14:25:02	68051/68051	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:54%20GMT	https://imedical-theme.firebaseapp.com/index-02.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/index-02.html	(from https://imedical-theme.firebaseapp.com/)
14:25:03	35396/35396	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:55%20GMT	https://imedical-theme.firebaseapp.com/services.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/services.html	(from https://imedical-theme.firebaseapp.com/)
14:25:03	33348/33348	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:56%20GMT	https://imedical-theme.firebaseapp.com/service-details.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/service-details.html	(from https://imedical-theme.firebaseapp.com/)
14:25:05	29765/29765	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:58%20GMT	https://imedical-theme.firebaseapp.com/doctors-list.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/doctors-list.html	(from https://imedical-theme.firebaseapp.com/)
14:25:06	27778/27778	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:58%20GMT	https://imedical-theme.firebaseapp.com/doctor-details.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/doctor-details.html	(from https://imedical-theme.firebaseapp.com/)
14:25:06	49692/49692	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:59%20GMT	https://imedical-theme.firebaseapp.com/blog-classic.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/blog-classic.html	(from https://imedical-theme.firebaseapp.com/)
14:25:07	29526/29526	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:27:57%20GMT	https://imedical-theme.firebaseapp.com/doctors-grid.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/doctors-grid.html	(from https://imedical-theme.firebaseapp.com/)
14:25:08	46635/46635	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:00%20GMT	https://imedical-theme.firebaseapp.com/blog-grid.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/blog-grid.html	(from https://imedical-theme.firebaseapp.com/)
14:25:09	58683/58683	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:01%20GMT	https://imedical-theme.firebaseapp.com/blog-list.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/blog-list.html	(from https://imedical-theme.firebaseapp.com/)
14:25:09	55966/55966	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:02%20GMT	https://imedical-theme.firebaseapp.com/blog-single.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/blog-single.html	(from https://imedical-theme.firebaseapp.com/)
14:25:10	31077/31077	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:02%20GMT	https://imedical-theme.firebaseapp.com/appointment.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/appointment.html	(from https://imedical-theme.firebaseapp.com/)
14:25:10	39569/39569	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:03%20GMT	https://imedical-theme.firebaseapp.com/gallery-01.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/gallery-01.html	(from https://imedical-theme.firebaseapp.com/)
14:25:13	28531/28531	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:04%20GMT	https://imedical-theme.firebaseapp.com/gallery-02.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/gallery-02.html	(from https://imedical-theme.firebaseapp.com/)
14:25:14	36325/36325	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:06%20GMT	https://imedical-theme.firebaseapp.com/departments.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/departments.html	(from https://imedical-theme.firebaseapp.com/)
14:25:15	26827/26827	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:08%20GMT	https://imedical-theme.firebaseapp.com/pricing-tables.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/pricing-tables.html	(from https://imedical-theme.firebaseapp.com/)
14:25:16	42466/42466	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:07%20GMT	https://imedical-theme.firebaseapp.com/department-single.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/department-single.html	(from https://imedical-theme.firebaseapp.com/)
14:25:17	38521/38521	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:09%20GMT	https://imedical-theme.firebaseapp.com/testimonials.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/testimonials.html	(from https://imedical-theme.firebaseapp.com/)
14:25:18	7746/7746	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:10%20GMT	https://imedical-theme.firebaseapp.com/coming-soon.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/coming-soon.html	(from https://imedical-theme.firebaseapp.com/)
14:25:19	36144/36144	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:11%20GMT	https://imedical-theme.firebaseapp.com/faq.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/faq.html	(from https://imedical-theme.firebaseapp.com/)
14:25:20	26421/26421	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:13%20GMT	https://imedical-theme.firebaseapp.com/contact-us.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/contact-us.html	(from https://imedical-theme.firebaseapp.com/)
14:25:21	22756/22756	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2012:28:12%20GMT	https://imedical-theme.firebaseapp.com/404.html	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/404.html	(from https://imedical-theme.firebaseapp.com/)
14:25:32	81013/81013	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:17%20GMT	https://imedical-theme.firebaseapp.com/assets/images/slider/02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/slider/02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:25:39	166591/166591	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:19%20GMT	https://imedical-theme.firebaseapp.com/assets/images/slider/03.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/slider/03.jpg	(from https://imedical-theme.firebaseapp.com/)
14:25:43	131589/131589	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:25%20GMT	https://imedical-theme.firebaseapp.com/assets/images/slider/04.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/slider/04.jpg	(from https://imedical-theme.firebaseapp.com/)
14:25:44	330/330	---M-Z	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202020%2012:28:37%20GMT	https://imedical-theme.firebaseapp.com/assets/images/icon.png	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/icon.png	(from https://imedical-theme.firebaseapp.com/)
14:26:03	152154/152154	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:38%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/01.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/01.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:05	319783/319783	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:16%20GMT	https://imedical-theme.firebaseapp.com/assets/images/slider/01.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/slider/01.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:10	498947/498947	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:14%20GMT	https://imedical-theme.firebaseapp.com/assets/images/slider/05.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/slider/05.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:14	133359/133359	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:00%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/03.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/03.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:15	246751/246751	---M-Z	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202020%2012:28:33%20GMT	https://imedical-theme.firebaseapp.com/assets/images/about/about-03.png	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/about/about-03.png	(from https://imedical-theme.firebaseapp.com/)
14:26:19	174396/174396	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:28:58%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:30	59078/59078	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:18%20GMT	https://imedical-theme.firebaseapp.com/assets/images/video/bg.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/video/bg.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:39	309776/309776	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:06%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/04.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/04.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:44	411191/411191	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:10%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/06.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/06.jpg	(from https://imedical-theme.firebaseapp.com/)
14:26:58	241226/241226	---M-Z	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202020%2012:29:24%20GMT	https://imedical-theme.firebaseapp.com/assets/images/appointment/img-01.png	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/appointment/img-01.png	(from https://imedical-theme.firebaseapp.com/)
14:26:58	274854/274854	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:39%20GMT	https://imedical-theme.firebaseapp.com/assets/images/doctors/02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/doctors/02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:03	8185/8185	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:56%20GMT	https://imedical-theme.firebaseapp.com/assets/images/testimonial/01.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/testimonial/01.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:04	219771/219771	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:34%20GMT	https://imedical-theme.firebaseapp.com/assets/images/doctors/01.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/doctors/01.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:04	200170/200170	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:53%20GMT	https://imedical-theme.firebaseapp.com/assets/images/doctors/03.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/doctors/03.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:05	8825/8825	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:58%20GMT	https://imedical-theme.firebaseapp.com/assets/images/testimonial/02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/testimonial/02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:06	9380/9380	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:59%20GMT	https://imedical-theme.firebaseapp.com/assets/images/testimonial/03.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/testimonial/03.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:12	33585/33585	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:02%20GMT	https://imedical-theme.firebaseapp.com/assets/images/blog/news_02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/blog/news_02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:23	246791/246791	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:00%20GMT	https://imedical-theme.firebaseapp.com/assets/images/blog/news_01.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/blog/news_01.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:24	233168/233168	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:59%20GMT	https://imedical-theme.firebaseapp.com/assets/images/background/bg-02.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/background/bg-02.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:31	20354/20354	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:22%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/1.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/1.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:31	27886/27886	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:20%20GMT	https://imedical-theme.firebaseapp.com/assets/images/blog/news_04.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/blog/news_04.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:32	19529/19529	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:25%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/2.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/2.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:35	17733/17733	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:25%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/3.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/3.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:35	28903/28903	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:26%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/4.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/4.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:37	23803/23803	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:29%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/5.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/5.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:38	21478/21478	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:30:30%20GMT	https://imedical-theme.firebaseapp.com/assets/images/instagram/6.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/instagram/6.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:40	37045/37045	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:32%20GMT	https://imedical-theme.firebaseapp.com/assets/js/bootstrap.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/js/bootstrap.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:40	97180/97180	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:31%20GMT	https://imedical-theme.firebaseapp.com/assets/js/jquery-1.12.3.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/js/jquery-1.12.3.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:43	40401/40401	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:34%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/owl-carousel/owl.carousel.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/owl-carousel/owl.carousel.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:43	20221/20221	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:34%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/magnific-popup/js/jquery.magnific-popup.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/magnific-popup/js/jquery.magnific-popup.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:45	7039/7039	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:38%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/jquery.easing.1.3.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/jquery.easing.1.3.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:46	367257/367257	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202020%2012:29:08%20GMT	https://imedical-theme.firebaseapp.com/assets/images/services/05.jpg	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/images/services/05.jpg	(from https://imedical-theme.firebaseapp.com/)
14:27:46	50986/50986	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:39%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/jquery.mixitup.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/jquery.mixitup.js	(from https://imedical-theme.firebaseapp.com/)
14:27:48	8433/8433	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:40%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/bootstrap-datepicker/js/bootstrap-datepicker.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/bootstrap-datepicker/js/bootstrap-datepicker.js	(from https://imedical-theme.firebaseapp.com/)
14:27:49	54131/54131	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:41%20GMT	https://imedical-theme.firebaseapp.com/assets/vendors/YTPlayer/js/jquery.mb.YTPlayer.min.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/vendors/YTPlayer/js/jquery.mb.YTPlayer.min.js	(from https://imedical-theme.firebaseapp.com/)
14:27:49	17164/17164	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:41%20GMT	https://imedical-theme.firebaseapp.com/assets/js/main.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/js/main.js	(from https://imedical-theme.firebaseapp.com/)
14:27:50	339/339	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202020%2012:30:42%20GMT	https://imedical-theme.firebaseapp.com/assets/js/demo.js	C:/Mes%20Sites%20Web1/new_projet3/imedical-theme.firebaseapp.com/assets/js/demo.js	(from https://imedical-theme.firebaseapp.com/)
